time,sent_src
han,市行者诸众人皆曰：此人暴虐吾国相，王县购其名姓千金，夫人不闻与？
han,楚军出兵击王离，大破之。
song,每入参议论，好面讥毁群官，又表征南将军田益宗，言：华、夷异类，不应在百世衣冠之上。
han,正时日，乃后入家；
song,时入奏事，时主辄与之间语，访以州事，自刺史以下莫不折节奉之，恒虑弗及。
han,周宣王乃召庄公昆弟五人，与兵七千人，使伐西戎，破之。
han,为之流涕，而拜其二客为都尉，发卒二千人，以王者礼葬田横。
han,欲赴佗国奔亡，故来服过，叩头受罪大王。
han,或说沛公曰：秦富十倍天下，地形彊。
song,旬有九日，往返六千馀里。
han,公往矣，无污我！
han,以梦告文公，文公幸之，而予之草兰为符。
song,黑卒，诏以都官尚书王珍国为刺史，未至，先是，魏仇池镇将杨灵珍叛魏来奔，朝廷以为征虏将军、假武都王，助戍汉中，有部曲六百人，道迁惮之。
han,其一吴，在夷蛮。
pre-qin,此无他，不与民同乐也。
song,初，诸王出镇，皆置典签，悉以委之。
han,张仪已去，屈原使从齐来，谏王曰：何不诛张仪？
song,乙未，将发，柳世隆遣人于西渚挑战，前军中兵参军焦度于城楼上肆言骂攸之，且秽辱之。
song,二月，乙亥，以晋熙王燮为郢州刺史。
han,今吾忧之，夜而忘寐，饥而忘食。
han,初，上为太子时，娶长公主女为妃。
han,韦丞相卒，有魏丞相代。
han,令故吴令郑昌为韩王，距汉兵。
han,六卿欲弱公室，乃遂以法尽灭其族。
han,孝经曰安上治民，莫善于礼。
han,二年，晋伐郑，郑与盟，晋去。
han,犀首者，魏之阴晋人也，名衍，姓公孙氏。
han,即起，趋出。
song,是故圣人敛山泽之货以宽田畴之赋，收关市之税以助什一之储，取此与彼，皆非为身，所谓资天地之产，惠天地之民也。
han,孟增幸于周成王，是为宅皋狼。
han,郡吏大府举之廷尉，一岁至千馀章。
song,人情沮恐，与魏战，屡败。
song,丙午，柔然遣使来聘。
pre-qin,爱而不敬，兽畜之也。
han,秦襄公攻戎救周，始列为诸侯。
han,又闻诸将为陈王徇地，多以谗毁得罪诛，怨陈王不用其䇲不以为将而以为校尉。
han,夫仪之出也，固与秦王约曰：为王计者，东方有大变，然后王可以多割得地。
song,乙未，北魏孝文帝到达下邳；
han,文武不备，奉职循理，亦可以为治，何必威严哉？
han,冤结纡轸兮，离愍之长鞠；
han,去齐卒，子寿梦立。
han,皆齐哀王弟，居长安。
han,十一月，巡狩至北岳。
han,汉使樊哙往击之，复拔代、云中郡县，不出塞。
han,欲降齐，所杀虏于齐甚众，恐已降而后见辱。
song,鉴行至上明，武方出降，长史虞等咸请杀之。
song,觊崐遂发兵，驰檄奉寻阳。
han,子康侯代，八年卒。
han,且子玉犹在，庸可喜乎！
pre-qin,曰：管仲，而子为我愿之乎？
song,及征燮为扬州，以赜为左卫将军，与燮俱下。
song,有美人子，太后使人杀之。
han,其后赵将李牧时，匈奴不敢入赵边。
han,武信君曰：何谓也？
han,十九年，楚伐我，取徐州。
song,诸将争橹，吕僧珍出先所具者，每船付二张，争者乃息。
han,不行，文。
song,贾充有劳，直士谓之荒公。
song,益州刺史刘季连闻帝失德，遂自骄恣，用刑严酷，蜀人怨之。
han,燕割五城请和，乃听之。
han,句践怜之，乃使人谓吴王曰：吾置王甬东，君百家。
han,名实纯粹，泽流千里，世世称之而无绝，与天地终始：应侯曰：然。
han,太子闻之，惧，下石乞、盂黡敌子路，以戈击之，割缨。
han,亚父欲急攻下荥阳城，项王不信，不肯听。
han,献公二十二年，献公使宦者履鞮趣杀重耳。
han,庄公立四十四年，卒，太子襄公代立。
han,营室为清庙，曰离宫、阁道。
han,披腹心，示情素，蒙怨咎，欺旧友，夺魏公子卬，安秦社稷，利百姓，卒为秦禽将破敌，攘地千里。
han,梁王称病，使将将兵诣邯郸。
han,及加其眩者之工，而觳抵奇戏岁增变，甚盛益兴，自此始。
pre-qin,是在世子。
han,传曰法后王，何也？
song,闻其言，内惭而止。
han,及吕太后崩，平与太尉勃合谋，卒诛诸吕，立孝文皇帝，陈平本谋也。
pre-qin,诗云：昼尔于茅，宵尔索绹；
han,斯曰：上蔡闾巷布衣也，上幸擢为丞相，封为通侯，子孙皆至尊位重禄者，故将以存亡安危属臣也。
han,始常山王、成安君为布衣时，相与为刎颈之交，后争张黡、陈泽之事，二人相怨。
han,豫让曰：既已委质臣事人，而求杀之，是怀二心以事其君也。
han,先蔑、随会亡奔秦。
han,既罢归国，以相如功大，拜为上卿，位在廉颇之右。
han,秦昭王闻其贤，乃先使泾阳君为质于齐，以求见孟尝君。
han,齐菑川国薛县人也，字季。
song,三月，刘季连遣中兵参军李奉伯帅众五千救之，斩之。
han,勃曰：原见相君，无因，故为子埽，欲以求见。
han,项梁既追章邯，章邯兵益盛，发兵共击章邯。
pre-qin,固将朝也，闻王命而遂不果，宜与夫礼若不相似然。
han,十一月，庄公出奔，卫人立公子斑师为卫君。
song,己亥，还宫。
song,二月，乙丑，南康王以冠军长史王茂为江州刺史，竟陵太守曹景宗为郢州刺史，邵陵王宝攸为荆州刺史。
han,群臣皆贺，陈轸独吊之。
han,吾故系相国，欲令百姓闻吾过也。
han,吾念之欲如是，而群臣谁可者？
han,种还，以报句践。
han,留侯曰：上平生所憎，群臣所共知，谁最甚者？
pre-qin,书曰：洚水警余。
pre-qin,夫世禄，滕固行之矣。
han,康居闻汉已破宛，乃出郁成王予桀，四人相谓曰：郁成王汉国所毒，今生将去，卒失大事。
han,于是悉禁郡国无铸钱，专令上林三官铸。
han,曰：然。
song,执政皆以为不可，道成仍保证其不然。
han,故绳诚陈，则不可欺以曲直；
song,魏主使京兆王子推等督诸军出西道，任城王云等督诸军出东道，汝阴王天赐等督诸军为前锋，陇西王源贺等督诸军为后继，镇西将军吕罗汉等掌留台事。
han,其色黄而小，出而易处，兔五色，青圜忧，白圜丧，赤圜中不平，黑圜吉。
han,秦王年少，太后时时窃私通吕不韦。
han,曰：女忘会稽之耻邪？
song,宏无以对，时昌义之军梁城，闻洛口败，与张惠绍皆引兵退。
pre-qin,孟子曰：予岂好辩哉？
han,九年，执郑之祭仲，要以立突为郑君。
han,乡使曹子计不反顾，议不还踵，刎颈而死，则亦名不免为败军禽将矣。
han,人或说黯曰：自天子欲群臣下大将军，君不可以不拜。
han,且汉王亦有神，单于察之。
song,己卯，魏荆州刺史赵怡、平南将军奚康生救淮阳。
song,虑其辞解，欲奖安之，乃加镇东将军。
han,荥阳之事，仆不能死，囚于项籍，此一罪也。
han,明年，魏复事秦。
han,魏王曰：寡人不肖，未尝得闻明教。
song,以郢城弱小，不足攻，云欲问讯安西，暂泊黄金浦，遣人告柳世隆曰：被太后令，当暂还都。
song,怀珍送致文炳，达朝廷意，文秀犹不降；
han,非苦就行，放析就功，公以此无种矣。
song,太和、景明之制，非徒使缁素殊途，昔如来阐教，多依山林，恋著城邑，正以诱于利欲，不能自己，此乃释氏之糟糠，法王之社鼠，内戒所不容，国典所共弃也。
han,今陛下亲祀后土，后土宜于泽中圜丘为五坛，已祠尽瘗，而从祠衣上黄。
han,孔宁、仪行父皆奔楚，灵公太子午奔晋。
han,行前者还报曰：前有大蛇当径，原还。
han,窦太后后孝景帝六岁崩，合葬霸陵。
han,匈奴入代，与约和亲。
han,匈奴得信，因引兵南逾句注，攻太原，至晋阳下。
han,母曰：非然也。
han,客去，献遗其亲戚。
song,己卯，魏文明太后赐皇了恂名，大赦。
han,赵鞅患之。
han,孝景时，晁错以刻深颇用术辅其资，而七国之乱，发怒于错，错卒以被戮。
han,骞既至乌孙，骞大惭，知蛮夷贪，乃曰：天子致赐，王不拜则还赐。
han,韩信用蒯通计，遂袭破齐。
han,胡亥喟然叹曰：今大行未发，丧礼未终，岂宜以此事干丞相哉！
han,度淮，尽降其城邑，至广陵。
song,至不其，闻历城已没，遂降于魏。
han,凡立三十五年卒，谥为懿王。
song,鉴曰：杀之失信，且无以劝善。
song,及甄琛启求禁集，乃为绕池之民尉保光等擅自固护；
song,魏军既退，邵阳洲上余兵万人，求输马五百匹，假道以归。
han,二十三年，尉斯离与三晋、燕伐齐，破之济西。
han,丞相条侯至贵倨也，是时民朴，畏罪自重，而都独先严酷，致行法不避贵戚，列侯宗室见都侧目而视，号曰苍鹰。
han,且王前尝用召滑于越，而内行章义之难，越国乱，故楚南塞厉门而郡江东。
han,有埶家，虽有奸如山，弗犯；
han,曰：无有。
song,皆不归选部，亲戚凭藉，互相通进，人君之务过繁密。
han,能成子姓矣，或不能要其终：岂非命也哉？
song,甲午，以淮南、宣城二郡太守萧映行南兖州事，仍以其弟晃代之。
han,由此言之，治之盛也，德优矣，莫高于俭。
han,淮阴侯闻郦生伏轼下齐七十馀城，乃夜度兵平原袭齐。
han,至于为丞相，卒就之，故汉家言律历者，本之张苍。
han,发使赂楚，约为与国。
song,鸣玉垂，愚谓凡遭大父母、父母丧者，则优旨慰谕，但综司出纳、敷奏而已，国之吉庆，一令无预。
han,和以其赂赂士，以袭攻共伯于墓上，共伯入厘侯羡自杀。
han,魏王释博，欲召大臣谋。
han,使臣卒然填沟壑，是事之不可知者三也。
han,王悲，六月即自杀。
song,魏诸军粮运绝，引退。
han,十二年，懿侯卒，子昭侯立。
pre-qin,曰：周公，弟也；
pre-qin,彻者，彻也；
song,葬显祖于金陵，谥曰献文皇帝。
han,宣侯二十八年，鲁隐公初立。
han,大臣作乱，文子出走。
han,幽厉以往，尚矣。
song,百姓有罪，则案之如法，其缘坐则老幼。
han,秋，定公朝晋昭公。
han,毕曰罕车，为边兵，主弋猎。
han,江水，祠蜀。
han,楚又复益发兵而袭秦，至蓝田，大战，楚大败，于是楚割两城以与秦平。
song,至是，道琛为元起典签，说元起曰：益州乱离已久，公私虚耗。
han,为人刻印，刓而不能授；
song,孝嗣子演尚武康公主，况尚山阴公主，皆坐诛。
han,明堂图中有一殿，四面无壁，以茅盖，通水，圜宫垣为衤复道，上有楼，从西南入，命曰昆仑，天子从之入，以拜祠上帝焉。
han,后五年，伐越。
song,九月，辛酉，魏以后起为武都王，文弘子集始为白水太守。
song,龙门之北数十里中，伐树塞路，以拒魏兵。
han,而赵王擅权，使使即县为贾人榷会，入多于国经租税。
han,景公元年春，陈大夫夏征舒弑其君灵公。
han,年耆禅舜，舜亦以命禹。
han,有大鸟，卵如瓮。
han,取国有五难：有宠无人，一也；
han,其齿前后若一，齐等无牙，故谓之驺牙。
han,安所受之？
song,及即位，深相委仗。
han,十年，太子婴朝秦而归。
han,而楼兰、姑师小国耳，当空道，攻劫汉使王恢等尤甚。
han,群臣或数黯，黯曰：天子置公卿辅弼之臣，陷主于不义乎？
song,庚辰，军发洛阳。
han,且陛下距楚数岁，陈豨、黥布反，陛下自将而往，当是时，相国守关中，摇足则关以西非陛下有也。
song,君蒙武帝殊常之恩，荷托付之重，人笑褚公，至今齿冷。
han,定公三十七年卒，而简子除三年之丧，期而已。
song,秋，七月，己丑，魏主如灵泉池，遂如方山；
han,自归而斩之，不当斩。
han,公卿相造请禹，禹终不报谢，务在绝知友宾客之请，孤立行一意而已。
han,少公自杀，口绝。
han,六年，楚昭王使公子囊瓦将兵伐吴。
han,成王在丰，天下已安，周之官政未次序，于是周公作周官，官别其宜，作立政，以便百姓。
han,殷民闻之，皆为流涕。
han,其后五年，复至泰山脩封。
song,三月，魏皇子昌卒，侍御师王显失于疗治，夏，四月，皇太子纳妃，大赦。
han,鲁文公卒，东门遂杀适立庶，鲁君于是失国政。
han,庄公五年冬，伐卫，内卫惠公。
song,往昔开拓，皆因城主归款，故有征无战。
han,懿侯二年，魏败我马陵。
han,居三年，秦攻番吾，李牧击破秦军，魏。
pre-qin,由周而来，七百有余岁矣。
han,汉遗单于书，牍以尺一寸，辞曰皇帝敬问匈奴大单于无恙，所遗物及言语云云。
pre-qin,阳虎曰：为富不仁矣，为仁不富矣。
han,公子与魏王博，而北境传举烽，言赵寇至，且入界。
han,湣公三十一年卒，厘公立。
han,十九年之中三致千金，再分散与贫交疏昆弟。
han,高帝闻之，以为田横兄弟本定齐，齐人贤者多附焉，后恐为乱，乃使使赦田横罪而召之。
han,曰：是知津矣。
han,晋闻秦兵来，亦发兵拒之。
han,宫车一日晏驾，是事之不可知者一也。
han,其绕环太白，若与斗，大战，客胜。
han,高闻李斯以为言，乃见丞相曰：关东群盗多，今上急益发繇治阿房宫，聚狗马无用之物。
han,朕唯未能循明也，绩日分，率应水德之胜。
han,嘉为人廉直，门不受私谒。
han,事有所止而功有所出，事成功立，然后善也。
han,琇姓有乱，必季实立，楚之常也。
han,三能色齐，君臣和；
han,仪说楚王曰：大王诚能听臣，闭关绝约于齐，臣请献商于之地六百里，使秦女得为大王箕帚之妾，秦楚娶妇嫁女，长为兄弟之国。
han,诏召见黯，黯为上泣曰：臣自以为填沟壑，不复见陛下，不意陛下复收用之。
han,降左右司马各一人，卒万二千人，尽得其军将吏。
song,冬，十月，甲戌，东昏侯遣征虏将军王珍国、军主胡虎牙将精兵十万余人陈于朱雀航南，宦官王宝孙持白虎幡督战，开航背水，以绝归路。
han,匈奴数侵盗北边，屯戍者多，边粟不足给食当食者。
han,厉公暴虐，故胡公子复入齐，齐人欲立之，乃与攻杀厉公。
han,四时不出，天下大饥。
han,而中山李夫人有宠，有男一人，为昌邑王。
han,曰：谋入孔悝家，是为庄公。
han,而胶西、胶东、菑川王咸诛灭，地入于汉。
han,郏敖三年，以其季父康王弟公子围为令尹，主兵事。
han,对曰：昔祝融为高辛氏火正，其功大矣，而其于周未有兴者，楚其后也。
han,夫不能行圣人之术，则舍为天下役何事哉？
han,郦食其监门，曰：诸将过此者多，乃求见说沛公。
han,青校尉苏建有功，以千一百户封建为平陵侯。
han,然匈奴贪，尚乐关市，嗜汉财物，自马邑军后五年之秋，将军卫青出上谷，至茏城，得胡首虏七百人。
song,二月，柔然侵魏，上皇遣将击之；
song,戊申，相州刺史高闾上表孝文帝，建议：刚刚迁都洛阳，尚处草创阶段，而曹虎既然不派遣人质，足见其没有诚心，所以不应该轻举妄动。
han,帝废位，太后幽杀之。
han,其已入三日又复微出，出三日而复盛入，其下国有忧；
han,湣公七年，齐桓公即位。
han,乃令群臣习肄，汉七年，长乐宫成，仪：先平明，谒者治礼，引以次入殿门，廷中陈车骑步卒卫宫，传言趋。
han,南伐至召陵，登熊耳山以望江汉。
han,襄子曰：方晋阳急，群臣皆懈，惟共不敢失人臣礼，是以先之。
song,东部敕勒叛奔柔然，上皇自将追之，至石碛，不及而还。
pre-qin,不失其身而能事其亲者，吾闻之矣；
han,发钜桥之粟，散鹿台之钱，以赐贫穷。
han,汉王所以具知天下戹塞，户口多少，彊弱之处，民所疾苦者，何进言韩信，汉王以信为大将军。
han,十三年夏，宋伐郑。
han,六年，秦康公伐晋，取羁马。
han,奄蔡在康居西北可二千里，与康居大同俗。
song,魏、晋浮荡，儒教沦歇，风节罔树，抑此之由。
han,士力能毌弓，尽为甲骑。
han,治浅者褊狭，可不勉与！
han,弗由之，所以捐社稷也。
han,由也其死矣。
han,说王曰：夫天下豪桀并起，能者先立。
song,太中大夫王通请徙置淮北以绝其叛，椿上言：所以招附殊俗，且别异华、戎也。
han,卒老死于陶，故世传曰陶朱公。
han,齐师败，灵公走入临菑。
song,甲子，北魏孝文帝在光极堂召见群臣百官，给他们颁赐冠服，以易去胡服。
han,周市军还去，田儋因率兵东略定齐地。
han,涕泣而出。
han,子上生求，字子家，年四十五。
han,平言上曰：阙下有宝玉气来者。
han,丈夫当时富贵，百恶灭除，光耀荣华，贫贱之时何足累之哉！
song,建康民间讹言，荆州刺史巴陵王休若有至贵之相，上以此言报之，休若忧惧。
han,曰：幽厉微而礼乐坏，诸侯恣行，政由彊国。
han,齐兵上太行，栾逞从曲沃中反，袭入绛。
han,出观之，齐湣王不自得，以其遣孟尝君。
han,为博士官置弟子五十人，复其身。
song,乃谋出鸾于西州，中敕用事，不复关咨于鸾。
han,楚兵走，吴乘胜逐之，五战及郢。
han,乃立称于夷宫，是为孝公。
han,德之休明，虽小必重；
han,豹已死，汉王入织室，见薄姬有色，诏内后宫，岁馀不得幸。
song,酒酣，章请为《耕田歌》；
song,崔颇更事，懦而不武；
han,岁馀，白金终废不行。
han,文顿首，因曰：君所以不举五月子者，何故？
song,时应诏左右赵桃弓深为帝所信任，祚私事之，时人谓之桃弓仆射、黄少师。
han,太后闻之，赐都金百斤，由此重郅都。
song,且臣之意算，正欲先取涪城，以渐面进。
han,群公不毛，贤不肖差也。
han,及沛公之薛，见项梁。
han,故孔子在陈，曰归与归与！
han,秦昭王遗楚王书曰：始寡人与王约为弟兄，盟于黄棘，太子为质，至驩也。
han,二人俱病此言，乃怨。
pre-qin,子路曰：观其色赧赧然，非由之所知也。
han,王若不借路于仇雠之韩、魏，必攻随水右壤。
han,今天下共畔秦，其义必立魏王后乃可。
song,道成上马，帅麾下搏战，惠朗乃退，道成复得保城。
han,是岁，失两将军军，亡翕侯，军功不多，故大将军不益封。
pre-qin,士无事而食，不可也。
han,臣，宜以益亲。
han,魏有隐士曰侯嬴，年七十，家贫，为大梁夷门监者。
han,上笑曰：夫相国乃利民！
song,自余或伐木深山，或芸草平陆，此等禄既不多，赀亦有限，皆收其实绢，给其虚粟，穷其力，薄其衣，用其功，节其食，绵冬历夏，加之疾苦，死于沟渎者什常七八。
han,仲尼曰：禹致群神于会稽山，防风氏后至，禹杀而戮之，其节专车，此为大矣。
han,八月癸亥，庄公卒，季友竟立子斑为君，如庄公命。
song,乙丑，魏以尚书李平为都督北讨诸军、行冀州事以讨愉。
han,四年，秦攻番吾，李牧与之战，却之。
han,今予之生地，皆走，宁尚可得而用之乎！
han,陈平既多以金纵反间于楚军，宣言诸将锺离眛等为项王将，功多矣，然而终不得裂地而王，欲与汉为一，以灭项氏而分王其地。
song,仙谢曰：小人如失主犬，后主饲之，则复为用矣。
song,代王问左右，郎中令张武等曰：汉大臣皆故高帝时大将，习兵，多谋诈。
han,别破军二，下城三，定郡五，县七十九，得丞相、大将各一人。
han,初，贰师后行，天子使使告乌孙，大发兵并力击宛。
han,文公曰：诸侯亡公子过者多矣，安能尽礼之！
han,其存君兴国而欲反复之，一篇之中三致志焉。
han,民无怀焉，将何以立？
han,十四年，吴去而楚昭王复国。
song,既而康绚以他官来监作，豹子甚惭。
song,及克荆州，剽掠，赃以万计。
song,比闻曹道刚、朱隆之等转已猜疑，卫尉明日若不就事，无所复及。
han,条枝在安息西数千里，临西海。
han,故秋霜降者草花落，水摇动者万物作，此必然之效也。
han,二世惊，自以为惑，乃召太卜，令卦之，太卜曰：陛下春秋郊祀，奉宗庙鬼神，斋戒不明，故至于此。
han,臣尝游赵，知其豪桀及地形，原请奇兵北略赵地。
han,然陛下使人攻城略地，所降下者因以予之，与天下同利也。
han,李克曰：魏成子为相矣。
han,于是秦王不怿，为一击鲊。
song,丙辰，削爵，废为庶人。
han,十八年春，公将有行，遂与夫人如齐。
song,秋，八月，淮阳怀王强薨，以壶关侯武为淮阳王。
han,臣请言大王功略：足下涉西河，虏魏王，禽夏说，引兵下井陉，诛成安君，徇赵，胁燕，定齐，南摧楚人之兵二十万，东杀龙且，西乡以报，此所谓功无二于天下，而略不世出者也。
song,勰泣曰：布衣之士，犹为知己毕命；
han,吕公曰：臣少好相人，相人多矣，无如季相，原季自爱。
han,其三月，周公往营成周雒邑，卜居焉，曰吉，遂国之。
han,秦军走，晋兵追之，遂渡泾，至棫林而还。
han,从死者百七十七人，秦之良臣子舆氏三人名曰奄息、仲行、针虎，亦在从死之中。
song,及晚年，更猜忌忍虐，好鬼神，多忌讳，言语、文书，有祸败、凶丧及疑似之言应回避者数百千品，有犯必加罪戮。
song,二月，己卯，魏以慕容白曜为都督青·齐·东徐三州诸军事、征南大将军、开府仪同三司、青州刺史，进爵济南王。
song,于是人人得尽意，民有讼者皆立前待符教，决于俄顷，曹无留事。
song,思远退，晏方叹曰：世乃有劝人死者！
han,高后崩，与大臣共诛吕禄等。
han,灌婴至荥阳，乃谋曰：诸吕将兵居关中，欲危刘氏而自立。
han,五年，秦饥，请籴于晋。
han,武王崩，成王立，唐有乱，周公诛灭唐。
han,百岁，来之以德。
han,且忠言逆耳利于行，毒药苦口利于病，原沛公听樊哙言。
han,王曰：吾即以五而伐一，可乎？
song,今国子虽有学官之名，而无教授之实，何异兔丝、燕麦、南箕、事不两兴，须有进退，宜罢尚方雕靡之作，省永宁土木之功，减瑶光材瓦之力，分石窟镌琢之劳，使国容严显，礼化兴行，不亦休哉！
han,其先与右渠战，卒皆恐，将心惭，其围右渠，常持和节。
pre-qin,臣请为王言乐：今王鼓乐于此，百姓闻王钟鼓之声，管籥之音，举疾首蹙頞而相告曰：吾王之好鼓乐，夫何使我至于此极也？
song,五月，甲午，以宕昌王梁弥承为河、凉二州刺史。
han,有子五人，其长者曰庄公。
han,然谋陷汤罪者，遂自杀。
pre-qin,昔者窃闻之：子夏、子游、子张皆有圣人之一体，冉牛、闵子、颜渊则具体而微。
pre-qin,曰：志壹则动气，气壹则动志也。
han,今以大王之力，举巴蜀，并汉中，包两周，迁九鼎，守白马之津。
han,元朔六年，从大将军军出定襄，击匈奴。
song,琅邪王既行，齐遂举兵西攻济南；
han,所言九事，其八事为律令，一事谏伐匈奴。
han,凉风居西南维，主地。
han,丞相亚夫曰：彼背其主降陛下，陛下侯之，则何以责人臣不守节者乎？
han,牙遂饮鸩而死，鲁立其子为叔孙氏。
song,但当校其寸长铢重者先叙之，则贤才无遗矣。
han,且王之所求者，斗晋楚也；
han,臣闻其将屠者子，贾竖易动以利。
song,烈帝之玄孙也。
han,上许作之如方，名曰明年。
song,事不获已，反复思惟，不得不有近日处分。
han,周平王使虢公将兵伐曲沃庄伯，庄伯走保曲沃。
han,布所幸姬疾，请就医，医家与中大夫贲赫对门，姬数如医家，贲赫自以为侍中，乃厚餽遗，从姬饮医家。
han,后发觉，复系。
han,有物曰：蛇，白帝子也，而杀者赤帝子。
han,允常之时，与吴王阖庐战而相怨伐。
han,其怒，青黑，象伏鳖。
han,汉兴百有馀年，有人不短不长，出燕之乡，持天下之政，欲行车。
song,南海王子罕戍琅邪，欲暂游东堂，典签姜秀不许。
song,义阳民谢天盖自称司州刺史，欲以州附魏，魏乐陵镇将韦珍引兵渡淮应接。
song,北魏高祖孝文帝游赏华林园，观览过去曹魏明帝所筑的景阳山，智者所喜爱的，应该重新加以修复。
han,秦索六城于王，而王以六城赂齐。
song,强与之，则曰：我夫家世贫，不得已，或受而埋之。
han,及诸祠，各增广坛场，珪币俎豆以差加之。
han,将渠泣曰：臣非以自为，为王也！
song,以吏部尚书蔡兴宗为左仆射，侍中褚渊为吏部尚书。
song,丁卯，以中书监王亮为尚书令，相国左长史王莹为中书监，吏部尚书沈约为尚书仆射，长兼侍中范云为散骑常侍、吏部尚书。
han,十六年，楚使过宋，宋有前仇，执楚使。
song,于是威行州部，太为奸利。
song,上笑曰：卿欲慕刘备，而曾不及公孙述，赦为庶人。
han,抚十二节，日月成，明者孟也，幽者幼也，幽明者雌雄也。
han,坐子敬声与阳石公主奸，为巫蛊，族灭，无后。
han,厉公二年，生子敬仲完。
han,惠王曰：善，寡人请听子。
han,淳于髡仰天大笑，冠缨索绝。
han,得汉黄白金，辄以为器，不用为币。
song,烈之弟也。
pre-qin,独居三年，然后归。
han,及遗里克书曰：诚得立，请遂封子于汾阳之邑。
han,秦发兵击之，大破楚师于丹、淅，斩首八万，虏楚将屈匄，遂取楚之汉中地。
song,薛安都以其子为质于魏，魏遣镇东大将军代人尉元、镇东将军魏郡孔伯恭等帅骑一万出东道，救彭城；
han,冯驩迎之。
han,貌曰恭，言曰从，视曰明，听曰聪，思曰睿。
pre-qin,如此，则无敌于天下。
han,吴伐败子常，子常亡奔郑。
han,朝鲜相路人、相韩阴、尼谿相参、将军王夹相与谋曰：始欲降楼船，楼船今执，独左将军并将，战益急，恐不能与，王又不肯降。
song,势既亡，蜀民多东徙，山谷空地皆为獠所据。
song,高阳王雍上表自劾，称臣初入柏堂，见诏旨之行一由门下，臣出君行，深知其不可而不能禁；
han,智伯尽灭之，而子不为报雠，而反委质臣于智伯。
han,击项羽之将项冠于鲁下，所将卒斩右司马、骑将各一人。
han,今臣之贤不若曾参，王之信臣又不如曾参之母信着参也，疑臣者非特三人，始张仪西并巴蜀之地，北开西河之外，南取上庸，天下不以多张子而以贤先王。
song,事平，朝廷遣王玄邈代之。
song,太仆见马遗财足，余皆以给传置。
han,以右丞相别定上谷，因攻代，将军已下至六百石十九人。
song,魏主始进蔬食，追感哀哭，终日不饭；
song,显达素有威名，至是大损。
song,甲午，以中书监王莹为尚书右仆射。
han,后四岁，赵简子以晋阳之乱也，而与韩、中行氏。
han,代曰：莫若太子之自相。
han,夜，有司分部诛灭梁、淮阳、常山王及少帝于邸。
han,然而兵殆于垂涉，唐昧死焉；
han,乃使使赐伍子胥属镂之剑，曰：子以此死。
han,谒居病卧闾里主人，汤自往视疾，为谒居摩足。
song,秋，七月，以尚书右仆射王茂为中军将军。
han,对曰：不可。
pre-qin,人心亦皆有害。
song,麻阳二城于三关南，司马悦遣兵攻竹敦，拨之。
han,十四年夏，襄公病伤于泓而竟卒，成公元年，晋文公即位。
han,晋平公十四年，吴季札使晋，曰：晋国之政卒归于韩、魏、赵矣。
song,龙骧将军元法僧代竖眼为益州刺史，素无治干，加以贪残；
han,及穨欲用臣，蹇叔止臣，臣去，得不诛。
pre-qin,得百里之地而君之，皆能以朝诸侯有天下。
han,往者不可谏兮，来者犹可追也！
han,终孝景时，无大寇。
han,乃拜叔孙通为太常，赐金五百斤。
han,大司马咎、长史欣皆自刭汜水上。
song,衍谓仙曰：斩祛，昔人所美。
song,冲要之地，莫出于此。
han,闻先生之言，敢不奉教焉。
han,秦以为然，卒使就渠。
han,高帝已定天下，为中国劳苦，汉十一年，与剖符通使，和集百越，毋为南边患害，与长沙接境。
song,有赵鬼者，能读《西京赋》，言于帝曰：柏梁既灾，建章是营。
han,赵亡则秦王王矣，武安君为三公。
han,不如更遣长者扶义而西，告谕秦父兄。
han,吴起之事悼王也，使私不得害公，谗不得蔽忠，言不取苟合，行不取苟容，不为危易行，行义不辟难，不辞祸凶。
han,荀息立卓子，克又杀卓子及荀息。
han,月归于东，起明于西。
song,若朝廷必须殿下，当自启闻，更听后旨。
han,居视其所亲，富视其所与，达视其所举，穷视其所不为，贫视其所不取，五者足以定之矣，何待克哉！
han,司马季主曰：公且安坐。
song,晏不应。
han,减陇西、北地、上郡戍卒之半，居顷之，而皆在河南，因其故俗，为属国。
han,宋忠为中大夫，贾谊为博士，同日俱出洗沐，相从论议，诵易先王圣人之道术，究遍人情，相视而叹。
han,夫天下同苦秦久矣，故诸侯相率而攻秦，何谓助秦攻诸侯乎？
song,每博议引证，八坐、丞、郎无能异者。
han,项王至而斩之。
song,勉精力过人，虽文案填积，坐客充满，应对如流，手不停笔。
song,帝闻之，罢丞相及行兵皆归长安，以棘蒲侯柴武为大将军，将四将军、十万众击之；
han,今敌国深侵，邦内骚动，士卒暴露于境，君寝不安席，食不甘味，百姓之命皆悬于君，何谓相送乎！
han,成公元年，梁伯、芮伯来朝。
han,下轘辕、缑氏，绝河津，还击赵贲军尸北，破之。
song,乙酉，葬宋顺帝于遂宁陵。
song,遂授澄节、铜虎、御仗左右，仍行恒州事。
song,闰月，癸巳，立皇子子贞为邵陵王，皇孙昭文为临汝公。
pre-qin,家必自毁，而后人毁之；
song,冬，十月，魏以胡国珍为中书监、仪同三司，侍中如故。
han,自君王以下，咸食畜肉，衣其皮革，被旃裘。
han,迁为长陵及长安令，直法行治，不避贵戚。
han,彼战不胜，王之福矣。
han,终广之身，为二千石四十馀年，家无馀财，终不言家产事。
han,熊霜元年，周宣王初立。
han,往年春，汉族淮阴，夏，诛彭越，皆吕后计。
